starid,rarad,decrad,field,tile,seqn,period_reqb,period_r,period_b,magave_r,magave_b,magave_bminusr,magave_kv,magave_kr,magave_kvminuskr,amp_r,amp_b,amp_bminusr,amp_reqb,suprsa_r,suprsa_b,chi2r_r,chi2r_b,sig_r,sig_b,varindex,classification,points_total,points_concurrent,points_r,points_b
44641731,1.34705,-1.20673,1,4534,23,0.0,4.210598,4.210484,-8.623,-8.314,0.308,15.95,15.381,0.569,0.172,0.252,80.0,46.26,0.7,0.76,7.72,14.75,0.056,0.079,0.943,4,1153,1051,1101,1066
44638143,1.34452,-1.20818,1,4533,1080,0.0,0.481384,0.481388,-3.982,-3.597,0.385,20.653,20.008,0.644,0.823,1.052,229.0,27.88,0.73,0.86,6.1,14.75,0.282,0.471,0.241,10,1154,489,565,539
44638013,1.34521,-1.20744,1,4533,950,0.02,0.573532,0.573404,-5.488,-5.744,-0.255,18.622,18.618,0.004,0.199,0.234,35.0,17.7,1.39,1.29,2.16,3.01,0.09,0.096,0.129,10,1154,1108,1126,1132
44637663,1.34694,-1.20768,1,4533,600,4.12,0.195628,0.203688,-5.808,-5.566,0.242,18.71,18.208,0.502,0.132,0.059,-73.0,54.9,1.24,1.65,1.32,2.32,0.078,0.128,0.11,10,1154,1075,1089,1094
44637163,1.34388,-1.20783,1,4533,100,0.0,1.479541,1.479524,-7.556,-7.916,-0.36,16.468,16.568,-0.099,0.361,0.395,34.0,9.33,0.92,1.19,15.85,22.13,0.096,0.104,0.714,10,1154,1037,1060,1054
44637115,1.3454,-1.20727,1,4533,52,0.02,1.81255,1.812051,-8.127,-7.947,0.18,16.34,15.9,0.44,0.166,0.298,132.0,79.88,1.57,0.88,10.18,22.69,0.06,0.09,1.197,5,1154,1115,1131,1135
44637096,1.34585,-1.20777,1,4533,33,0.12,4.064699,4.0697,-8.294,-8.707,-0.413,15.687,15.84,-0.152,0.039,0.089,50.0,125.18,1.39,0.93,1.86,1.73,0.031,0.028,0.338,10,1154,998,1098,1030
44637093,1.34534,-1.2078,1,4533,30,0.42,130.559359,131.109974,-8.337,-7.385,0.952,16.763,15.551,1.212,0.137,0.193,56.0,41.13,1.33,1.84,5.06,6.69,0.044,0.061,0.649,10,1154,1035,1059,1052
44633388,1.34647,-1.20916,1,4532,845,0.1,0.645993,0.646652,-5.5,-5.303,0.197,18.981,18.524,0.457,0.072,0.215,143.0,197.38,1.52,2.01,2.62,5.67,0.085,0.129,0.157,11,1153,997,1022,1123
44632609,1.34463,-1.20887,1,4532,66,0.0,3.098867,3.098867,-8.019,-7.747,0.272,16.524,15.992,0.532,0.479,0.682,203.0,42.48,0.73,0.71,46.26,87.43,0.143,0.224,2.314,4,1153,1073,1104,1120
44632582,1.34648,-1.20863,1,4532,39,0.22,112.508672,112.767161,-8.762,-7.858,0.904,16.299,15.135,1.164,0.681,0.853,172.0,25.27,5.03,5.82,176.4,233.3,0.241,0.296,4.561,8,1153,1103,1122,1123
44592213,1.34073,-1.20797,1,4412,1988,0.11,2.311982,2.309426,-4.55,-4.437,0.112,19.862,19.489,0.373,0.141,0.434,293.0,207.34,1.2,1.63,1.47,2.89,0.217,0.301,0.113,10,1154,994,1057,1028
44625991,1.34511,-1.21126,1,4530,1313,0.0,0.551482,0.551482,-4.666,-4.563,0.103,19.738,19.375,0.363,0.503,0.815,312.0,61.95,0.7,0.7,2.43,3.72,0.196,0.277,0.149,1,1152,994,1012,1064
44625960,1.34394,-1.21063,1,4530,1282,0.0,0.349382,0.349351,-4.924,-4.925,0.0,19.395,19.136,0.259,0.125,0.222,97.0,78.24,1.44,1.43,2.4,4.18,0.144,0.175,0.149,2,1152,1019,1041,1107
44625435,1.34556,-1.21084,1,4530,757,0.0,0.550415,0.550413,-5.308,-5.182,0.125,19.115,18.729,0.385,0.433,0.642,209.0,48.09,0.84,1.05,1.56,1.83,0.166,0.22,0.122,1,1152,984,1004,1063
44625371,1.34389,-1.21128,1,4530,693,0.0,0.67119,0.671188,-4.919,-4.881,0.037,19.432,19.134,0.298,0.795,0.951,156.0,19.61,0.87,0.94,10.36,18.23,0.235,0.357,0.405,1,1152,997,1016,1066
44624715,1.34593,-1.21169,1,4530,37,0.01,1.172885,1.173088,-8.061,-8.485,-0.423,15.911,16.075,-0.163,0.077,0.039,-38.0,49.23,1.63,2.08,1.88,2.93,0.049,0.048,0.446,10,1152,1010,1042,1083
44623560,1.3447,-1.21211,1,4529,204,3.37,0.106833,0.103228,-5.516,-5.129,0.387,19.121,18.474,0.647,0.042,0.306,264.0,622.59,1.38,1.35,1.81,1.91,0.109,0.167,0.123,10,1147,811,884,961
44623365,1.34511,-1.21211,1,4529,9,0.33,529.586299,527.78813,-8.818,-7.547,1.271,16.544,15.013,1.531,0.677,0.872,195.0,28.75,3.36,4.05,109.0,126.2,0.172,0.223,3.306,9,1147,885,909,1054
44621195,1.3431,-1.1998,1,4419,56,0.0,1.170953,1.170944,-7.457,-7.965,-0.508,16.446,16.694,-0.247,0.171,0.194,23.0,13.19,0.77,1.15,2.3,3.19,0.047,0.049,0.385,10,1151,463,466,1117
44621153,1.34097,-1.19998,1,4419,14,0.37,194.898338,195.63422,-9.023,-9.578,-0.554,14.841,15.136,-0.294,0.168,0.152,-16.0,9.46,3.16,2.22,3.55,1.96,0.09,0.059,2.308,10,1151,846,955,979
44618459,1.34252,-1.20043,1,4418,1975,0.0,0.520123,0.520125,-4.768,-4.664,0.104,19.637,19.273,0.364,1.03,1.333,303.0,29.38,0.8,1.0,5.91,12.74,0.372,0.603,0.386,1,1153,461,465,1091
44618383,1.34368,-1.20074,1,4418,1899,0.0,0.52796,0.527958,-4.508,-4.443,0.065,19.865,19.54,0.325,0.908,1.186,278.0,30.54,0.82,0.87,5.66,11.12,0.313,0.475,0.296,1,1153,455,461,1095
44618288,1.3417,-1.20031,1,4418,1804,0.0,0.485763,0.485763,-4.76,-4.668,0.091,19.635,19.283,0.352,0.82,1.273,453.0,55.17,1.04,1.25,9.13,17.48,0.322,0.482,0.416,1,1153,518,533,1116
44616518,1.34118,-1.20061,1,4418,34,0.15,711.869411,713.005431,-8.527,-6.926,1.6,17.105,15.244,1.86,0.607,1.118,511.0,84.24,1.9,2.27,59.16,59.79,0.153,0.242,1.704,9,1153,341,586,879
44616504,1.34152,-1.20016,1,4418,20,0.75,285.673865,287.836874,-8.806,-7.339,1.466,16.716,14.989,1.727,1.325,1.876,551.0,41.53,4.51,5.33,481.1,587.0,0.424,0.617,6.473,8,1153,525,540,1114
44614082,1.34149,-1.20141,1,4417,2177,0.07,0.463334,0.46368,-4.577,-4.545,0.032,19.769,19.477,0.292,0.948,0.547,-401.0,42.3,0.99,3.09,4.62,8.85,0.312,0.419,0.28,1,1153,516,540,1096
44613616,1.34178,-1.20178,1,4417,1711,0.0,0.56042,0.560425,-4.716,-4.657,0.059,19.652,19.333,0.319,0.768,0.988,220.0,28.7,0.77,0.88,3.33,5.54,0.251,0.339,0.192,1,1153,518,533,1116
44586051,1.34279,-1.20939,1,4411,234,0.01,21.933269,21.930175,-6.39,-6.063,0.326,18.198,17.611,0.587,0.357,0.403,46.0,12.66,1.01,1.15,9.3,6.4,0.1,0.116,0.265,10,1154,1046,1058,1110
44585833,1.3432,-1.20931,1,4411,16,0.12,400.083868,400.600627,-9.012,-6.996,2.016,16.961,14.685,2.276,0.365,0.63,265.0,72.37,4.34,4.35,36.54,30.59,0.151,0.225,1.971,8,1154,970,978,1128
44585828,1.34263,-1.20859,1,4411,11,0.0,18.468061,18.469501,-9.915,-9.484,0.43,14.758,14.067,0.691,0.629,0.994,365.0,57.95,0.78,1.26,121.6,201.8,0.215,0.331,11.274,10,1154,1053,1085,1079
44583684,1.3435,-1.20969,1,4410,2232,0.0,0.532461,0.532461,-4.422,-4.305,0.117,19.993,19.616,0.377,0.836,1.01,174.0,20.81,0.87,0.8,2.48,2.26,0.268,0.347,0.151,1,1154,1046,1071,1123
44583343,1.34315,-1.21029,1,4410,1891,0.01,1.21812,1.217933,-4.386,-4.143,0.243,20.133,19.63,0.503,0.415,0.688,273.0,65.63,1.74,1.92,4.02,5.81,0.269,0.379,0.227,10,1154,1021,1054,1103
44609034,1.34202,-1.20317,1,4416,1545,0.0,0.187467,0.187466,-4.644,-4.595,0.049,19.716,19.407,0.309,0.154,0.445,291.0,187.9,0.88,0.85,1.45,2.34,0.215,0.27,0.106,10,1153,505,520,1100
44609030,1.34094,-1.20321,1,4416,1541,0.0,0.552687,0.552686,-4.842,-4.767,0.074,19.539,19.204,0.335,0.645,0.967,322.0,49.79,0.77,0.76,5.63,10.69,0.246,0.354,0.259,1,1153,944,1017,1018
44608675,1.34311,-1.20352,1,4416,1186,0.0,0.506993,0.506996,-5.098,-5.126,-0.028,19.199,18.967,0.231,0.543,0.677,134.0,24.77,0.83,0.94,5.41,7.77,0.167,0.213,0.273,1,1153,467,475,1109
44603619,1.3409,-1.2045,1,4415,481,0.0,0.590567,0.590617,-5.743,-5.406,0.337,18.853,18.256,0.597,0.414,0.352,-62.0,14.87,1.25,0.82,2.81,4.03,0.205,0.138,0.162,11,1153,978,1018,1043
44603197,1.34335,-1.20453,1,4415,59,0.09,2.232216,2.230198,-7.691,-8.026,-0.335,16.353,16.429,-0.076,0.051,0.001,-50.0,96.76,0.94,1.42,0.43,0.73,0.027,0.035,0.162,10,1153,464,477,1095
44603193,1.34087,-1.20473,1,4415,55,0.01,1.836287,1.836623,-7.65,-7.383,0.267,16.888,16.361,0.527,0.195,0.284,89.0,45.21,0.66,1.03,5.58,11.68,0.068,0.095,0.379,5,1153,941,980,1056
44603176,1.34082,-1.20474,1,4415,38,2.64,1.512153,1.552139,-8.037,-6.878,1.159,17.233,15.814,1.419,0.026,0.055,29.0,112.86,1.73,1.66,2.13,2.22,0.042,0.065,0.236,10,1153,964,1007,1054
44601182,1.34294,-1.20516,1,4414,1965,0.0,0.528931,0.528938,-4.273,-4.163,0.109,20.137,19.767,0.37,0.852,0.846,-6.0,0.73,1.09,1.01,1.35,3.23,0.31,0.403,0.221,1,1152,446,466,1070
44599259,1.34316,-1.20507,1,4414,42,0.0,1.903028,1.903039,-8.157,-8.054,0.103,16.247,15.883,0.364,0.26,0.39,130.0,49.55,0.56,0.85,26.3,51.22,0.089,0.129,2.005,5,1152,461,475,1101
44596600,1.34109,-1.20703,1,4413,1808,0.0,0.529863,0.529862,-4.815,-4.663,0.152,19.629,19.217,0.412,0.693,1.059,366.0,52.71,0.82,0.93,6.38,12.75,0.23,0.366,0.31,1,1152,831,1039,850
44595209,1.34289,-1.20642,1,4413,417,0.05,0.355518,0.355337,-5.977,-6.357,-0.379,18.031,18.151,-0.119,0.107,0.088,-19.0,18.18,1.16,0.92,1.33,2.09,0.054,0.051,0.105,10,1152,1100,1120,1119
44570698,1.33891,-1.201,1,4297,1810,0.0,0.50368,0.50368,-4.54,-4.556,-0.016,19.766,19.522,0.243,0.997,1.222,225.0,22.45,0.68,0.72,3.03,5.2,0.345,0.501,0.217,1,1152,997,1030,1111
44570573,1.33984,-1.20064,1,4297,1685,0.02,0.593285,0.593156,-5.037,-4.949,0.088,19.355,19.007,0.348,0.474,0.719,245.0,51.59,0.84,2.39,4.03,8.44,0.171,0.246,0.199,1,1152,1080,1112,1111
44570507,1.33944,-1.20035,1,4297,1619,0.0,0.529765,0.529758,-4.864,-4.959,-0.094,19.378,19.213,0.165,0.257,0.338,81.0,31.61,1.21,1.61,2.7,4.99,0.144,0.17,0.134,1,1152,1085,1119,1115
44570323,1.34043,-1.20088,1,4297,1435,0.01,0.525586,0.525528,-4.89,-4.848,0.041,19.464,19.162,0.302,0.457,1.101,644.0,140.48,1.49,1.2,6.05,10.02,0.242,0.351,0.278,1,1152,1079,1109,1117
44570119,1.33966,-1.20124,1,4297,1231,0.0,9.561983,9.561395,-5.019,-4.774,0.245,19.501,18.996,0.505,0.655,0.729,74.0,11.17,0.91,0.95,4.58,2.82,0.184,0.222,0.128,10,1152,1082,1110,1120
44592169,1.34095,-1.20728,1,4412,1944,0.01,0.642503,0.642608,-4.815,-4.616,0.199,19.668,19.209,0.459,0.36,0.812,452.0,125.64,1.3,0.7,3.21,3.88,0.185,0.274,0.152,1,1154,1067,1117,1093
44591898,1.34203,-1.20778,1,4412,1673,0.0,0.554008,0.554035,-4.805,-4.699,0.105,19.601,19.235,0.366,0.519,0.714,195.0,37.58,0.68,0.71,0.95,2.02,0.201,0.275,0.105,1,1154,1085,1123,1110
44591654,1.34186,-1.20801,1,4412,1429,0.0,0.572845,0.572874,-4.86,-4.766,0.094,19.537,19.183,0.354,0.361,0.604,243.0,67.0,1.74,1.83,4.95,8.49,0.207,0.3,0.248,1,1154,1077,1122,1097
44591353,1.34182,-1.2075,1,4412,1128,0.0,0.408493,0.408525,-5.101,-5.118,-0.017,19.205,18.962,0.242,0.247,0.488,241.0,97.31,1.04,0.7,2.23,4.01,0.146,0.179,0.141,2,1154,1075,1119,1103
44591127,1.34266,-1.20756,1,4412,902,0.14,2.668833,2.672754,-5.321,-5.796,-0.475,18.609,18.824,-0.214,0.112,0.249,137.0,120.9,1.06,0.75,1.15,3.18,0.1,0.09,0.111,10,1154,1049,1086,1080
44590796,1.34185,-1.20724,1,4412,571,0.0,0.655494,0.655527,-5.931,-6.255,-0.323,18.123,18.187,-0.063,0.563,0.569,6.0,0.95,0.85,1.31,6.58,13.26,0.15,0.154,0.263,10,1154,1112,1131,1131
44590355,1.34223,-1.20799,1,4412,130,0.01,1.217935,1.217733,-7.344,-7.177,0.167,17.112,16.685,0.427,0.298,0.382,84.0,28.08,1.65,2.91,15.09,28.33,0.087,0.128,1.026,5,1154,1046,1073,1061
44590254,1.34176,-1.20804,1,4412,29,0.0,4.09873,4.09873,-8.281,-7.955,0.326,16.306,15.72,0.586,0.545,0.742,197.0,36.22,0.72,0.95,66.89,129.5,0.155,0.258,3.525,4,1154,1075,1124,1097
44590253,1.34083,-1.20716,1,4412,28,0.02,2.088648,2.088202,-8.648,-9.095,-0.447,15.305,15.492,-0.186,0.986,0.958,-28.0,2.84,4.93,3.8,56.29,50.36,0.168,0.167,3.49,10,1154,1082,1119,1104
44594817,1.34222,-1.20624,1,4413,25,0.06,95.091925,95.033149,-9.072,-7.327,1.744,16.678,14.673,2.005,0.168,0.185,17.0,10.63,3.13,4.08,7.53,15.15,0.069,0.105,1.245,7,1152,1059,1077,1076
44592831,1.34113,-1.20768,1,4412,2606,0.04,0.555343,0.55558,-4.58,-4.459,0.121,19.839,19.458,0.381,0.573,0.698,125.0,21.67,1.38,2.17,3.04,4.82,0.256,0.358,0.196,1,1154,766,1028,790
44559737,1.33989,-1.20255,1,4295,10,0.0,114.666766,114.666766,-9.528,-8.897,0.631,15.309,14.418,0.891,0.116,0.138,22.0,18.7,0.83,1.21,3.08,4.52,0.033,0.044,1.173,10,1152,1004,1116,1037
44557683,1.34,-1.20461,1,4294,2487,0.0,0.474558,0.474558,-4.282,-4.091,0.19,20.193,19.743,0.45,2.496,1.462,-1034.0,41.39,0.98,0.93,4.18,6.82,0.314,0.489,0.231,1,1151,1054,1121,1079
44557284,1.33749,-1.20418,1,4294,2088,0.08,0.552099,0.552556,-4.476,-4.397,0.078,19.908,19.569,0.339,0.443,1.222,779.0,175.64,1.49,0.98,1.67,4.34,0.298,0.426,0.176,1,1151,1047,1104,1089
44557252,1.34015,-1.20468,1,4294,2056,0.0,0.548851,0.548881,-4.788,-4.751,0.036,19.562,19.265,0.297,0.659,0.967,308.0,46.65,0.89,0.84,1.92,5.25,0.256,0.357,0.189,1,1151,1087,1130,1104
44583124,1.34158,-1.20942,1,4410,1672,0.0,0.478035,0.478035,-4.743,-4.621,0.121,19.677,19.295,0.381,0.759,1.2,441.0,58.14,0.89,0.91,11.03,21.35,0.293,0.45,0.383,1,1154,894,1047,962
44582789,1.34115,-1.20981,1,4410,1337,0.0,0.542506,0.542525,-5.033,-5.021,0.012,19.296,19.024,0.272,0.468,0.54,72.0,15.42,1.13,1.19,2.26,3.5,0.177,0.233,0.144,1,1154,769,1021,832
44582765,1.34355,-1.21045,1,4410,1313,0.0,1.27309,1.272972,-4.82,-4.812,0.008,19.506,19.238,0.268,0.135,0.503,368.0,272.12,1.43,2.02,2.65,5.23,0.2,0.238,0.19,10,1154,1051,1070,1129
44582328,1.34232,-1.21032,1,4410,876,0.01,0.68546,0.68559,-5.118,-4.964,0.153,19.328,18.914,0.414,0.236,0.516,280.0,118.21,1.46,0.86,4.18,6.84,0.13,0.189,0.193,1,1154,1012,1034,1076
44581947,1.34346,-1.20951,1,4410,495,0.0,0.915973,0.915968,-5.922,-6.311,-0.389,18.079,18.208,-0.128,0.697,0.718,21.0,3.12,0.91,1.0,5.68,8.0,0.133,0.125,0.295,10,1154,1054,1070,1133
44581546,1.34191,-1.2098,1,4410,94,0.07,0.528016,0.527631,-7.259,-5.844,1.415,18.221,16.546,1.675,0.068,0.077,9.0,12.35,1.51,1.41,1.94,1.86,0.036,0.074,0.162,10,1154,1055,1084,1120
44581528,1.34109,-1.2098,1,4410,76,0.0,79.295126,79.295075,-7.611,-6.785,0.825,17.386,16.3,1.086,0.288,0.231,-57.0,19.8,1.5,1.54,11.95,9.91,0.077,0.09,0.682,10,1154,900,1042,978
44581479,1.34154,-1.21028,1,4410,27,0.87,336.798132,339.741789,-8.332,-7.346,0.986,16.796,15.55,1.246,0.276,0.372,96.0,34.93,1.9,2.17,22.04,33.39,0.081,0.119,1.142,9,1154,813,1063,857
44578954,1.34143,-1.21167,1,4409,1564,0.0,0.329699,0.3297,-4.398,-4.463,-0.065,19.868,19.673,0.195,0.398,0.613,215.0,53.96,0.74,0.78,1.73,3.31,0.2,0.258,0.108,2,1154,576,964,665
44578791,1.34232,-1.21096,1,4409,1401,0.01,0.352139,0.3521,-4.723,-4.653,0.07,19.654,19.324,0.33,0.234,0.145,-89.0,38.08,0.93,1.54,1.91,3.39,0.164,0.212,0.103,2,1154,1004,1027,1068
44577658,1.34161,-1.21174,1,4409,268,0.01,21.119658,21.116789,-6.093,-5.992,0.1,18.309,17.948,0.361,0.693,0.562,-131.0,18.96,1.15,1.24,5.33,2.41,0.111,0.112,0.2,10,1154,917,1062,983
44577582,1.34361,-1.2114,1,4409,192,0.13,42.213546,42.156304,-6.485,-5.878,0.607,18.332,17.465,0.867,0.117,0.127,10.0,8.75,0.91,0.96,1.88,1.48,0.042,0.06,0.129,10,1154,1059,1078,1127
44574477,1.33819,-1.19957,1,4298,989,0.02,0.603402,0.603572,-4.601,-4.436,0.165,19.854,19.429,0.425,0.606,0.52,-86.0,14.21,0.82,2.37,4.01,7.54,0.216,0.311,0.187,1,1150,368,391,945
44574326,1.33997,-1.20001,1,4298,838,0.03,0.6227,0.622887,-4.918,-4.777,0.141,19.517,19.116,0.4,0.127,0.667,540.0,425.22,1.76,0.97,3.88,5.77,0.159,0.22,0.183,1,1150,1081,1119,1109
44573551,1.33743,-1.19995,1,4298,63,0.47,83.296125,82.89633,-6.692,-6.284,0.408,17.962,17.294,0.668,0.184,0.207,23.0,12.38,0.92,0.95,2.63,1.71,0.067,0.123,0.123,10,1150,1087,1118,1117
44607888,1.34145,-1.20253,1,4416,399,0.0,2.337964,2.337824,-6.1,-6.293,-0.193,18.061,17.994,0.067,0.352,0.341,-11.0,3.19,1.22,1.78,5.42,8.04,0.099,0.115,0.284,10,1153,494,546,1029
44607795,1.34239,-1.2031,1,4416,306,0.05,1.023893,1.023351,-6.08,-6.315,-0.235,18.047,18.022,0.025,0.247,0.048,-199.0,80.31,1.35,1.94,1.47,2.15,0.081,0.088,0.181,10,1153,470,477,1073
44604661,1.34187,-1.20437,1,4415,1523,0.0,0.324975,0.324944,-4.929,-5.005,-0.075,19.328,19.144,0.184,0.271,0.534,263.0,96.37,0.74,1.63,2.52,5.4,0.17,0.222,0.142,2,1153,510,532,1098
44604570,1.34075,-1.20464,1,4415,1432,0.0,0.512092,0.512096,-4.92,-4.918,0.001,19.401,19.139,0.262,0.455,0.58,125.0,27.53,0.74,0.87,2.0,3.43,0.191,0.407,0.179,1,1153,1023,1066,1053
44603911,1.34332,-1.20364,1,4415,773,0.0,0.714034,0.714034,-5.262,-5.183,0.078,19.122,18.783,0.339,0.341,0.573,232.0,68.01,0.85,0.8,4.41,7.57,0.145,0.198,0.224,1,1153,467,474,1110
44566009,1.33988,-1.20203,1,4296,1718,0.0,0.3308,0.330802,-4.765,-4.757,0.008,19.561,19.293,0.268,0.35,0.482,132.0,37.33,0.83,0.9,2.69,4.76,0.179,0.226,0.139,2,1152,1091,1124,1117
44565957,1.33787,-1.20211,1,4296,1666,0.04,0.3517,0.351864,-4.638,-5.01,-0.371,19.376,19.488,-0.111,0.263,0.186,-77.0,29.02,0.94,1.79,1.31,3.22,0.208,0.198,0.112,10,1152,1061,1084,1084
44565593,1.33836,-1.20234,1,4296,1302,0.0,0.678369,0.678342,-5.298,-5.213,0.084,19.091,18.746,0.344,0.518,0.627,109.0,21.11,0.88,1.21,6.72,9.76,0.154,0.23,0.3,1,1152,1057,1095,1096
44564494,1.33885,-1.20178,1,4296,203,0.01,19.324894,19.321288,-6.566,-6.489,0.076,17.817,17.48,0.336,0.203,0.107,-96.0,47.09,0.99,1.02,5.34,3.24,0.07,0.062,0.218,10,1152,1102,1127,1124
44564361,1.3397,-1.20241,1,4296,70,0.0,1.466122,1.466114,-7.737,-7.572,0.165,16.718,16.293,0.425,0.15,0.208,58.0,38.47,0.83,0.82,4.11,8.15,0.045,0.064,0.451,5,1152,1082,1120,1111
44564316,1.3398,-1.20163,1,4296,25,1.16,209.194423,211.633934,-8.526,-6.663,1.862,17.321,15.198,2.123,0.52,0.734,214.0,41.0,4.83,4.28,42.77,47.1,0.142,0.215,1.657,8,1152,1102,1128,1124
44564299,1.3401,-1.20233,1,4296,8,0.01,31.051743,31.05665,-10.5,-10.1,0.4,14.148,13.488,0.66,0.85,0.92,70.0,8.14,0.97,4.78,157.8,247.4,0.283,0.426,18.592,10,1152,1018,1051,1100
44561675,1.33799,-1.20266,1,4295,1948,0.0,0.34793,0.347961,-4.633,-4.687,-0.054,19.642,19.436,0.205,0.373,0.412,39.0,10.46,1.1,0.93,2.1,4.38,0.189,0.23,0.118,2,1152,604,844,850
44561000,1.33886,-1.20339,1,4295,1273,0.05,0.633086,0.632763,-4.997,-4.937,0.059,19.372,19.052,0.32,0.304,0.418,114.0,37.54,1.51,0.86,2.34,3.37,0.142,0.179,0.124,1,1152,1078,1125,1097
44560555,1.33905,-1.20258,1,4295,828,0.0,0.572243,0.572246,-5.015,-4.985,0.029,19.329,19.039,0.29,0.775,1.022,247.0,31.85,0.81,0.8,6.98,10.97,0.243,0.354,0.312,1,1152,880,1107,911
44560253,1.3406,-1.20318,1,4295,526,0.0,1.133943,1.133956,-5.728,-6.038,-0.31,18.337,18.387,-0.05,0.402,0.419,17.0,4.26,0.77,0.89,4.05,7.29,0.114,0.112,0.216,10,1152,1075,1122,1099
44530843,1.33949,-1.21165,1,4288,1751,0.0,0.564852,0.564852,-4.679,-4.592,0.087,19.712,19.365,0.347,0.718,0.912,194.0,27.02,0.69,0.78,2.22,3.4,0.207,0.308,0.148,1,1168,1042,1091,1112
44530664,1.3404,-1.21121,1,4288,1572,0.0,0.634844,0.634795,-4.772,-4.659,0.113,19.64,19.267,0.373,0.749,0.737,-12.0,1.71,1.19,1.21,7.08,12.7,0.239,0.354,0.321,1,1168,1054,1099,1117
44530367,1.34042,-1.21094,1,4288,1275,0.0,0.584033,0.584034,-5.112,-5.12,-0.008,19.201,18.949,0.251,0.526,0.779,253.0,48.13,1.03,1.11,7.52,12.4,0.184,0.248,0.318,1,1168,1038,1080,1098
44529776,1.33778,-1.21082,1,4288,684,0.0,9.781679,9.781676,-5.437,-5.542,-0.104,18.796,18.641,0.155,1.144,1.861,717.0,62.6,1.06,1.22,1.84,1.52,0.181,0.212,0.137,10,1168,1003,1046,1063
44529591,1.33753,-1.21103,1,4288,499,0.0,2.992435,2.992386,-5.592,-5.825,-0.233,18.536,18.509,0.027,0.299,0.253,-46.0,15.29,0.67,0.7,1.25,3.22,0.096,0.104,0.113,10,1168,1041,1084,1109
44590240,1.34189,-1.20761,1,4412,15,0.55,3.107617,3.09033,-9.275,-9.701,-0.426,14.695,14.861,-0.165,0.038,0.078,40.0,101.84,1.42,1.67,1.81,2.01,0.027,0.029,0.858,10,1154,1084,1128,1107
44587715,1.34108,-1.2089,1,4411,1898,0.0,0.569482,0.569478,-4.662,-4.497,0.165,19.793,19.368,0.425,0.601,0.635,34.0,5.67,1.02,1.22,3.18,4.99,0.205,0.282,0.163,1,1154,943,1082,987
44587440,1.34224,-1.20905,1,4411,1623,0.0,0.530985,0.530997,-4.895,-4.657,0.237,19.62,19.122,0.498,0.609,1.269,660.0,108.11,1.25,1.1,6.24,7.87,0.235,0.422,0.368,1,1154,742,765,1049
44587001,1.34142,-1.20924,1,4411,1184,0.0,0.632595,0.632596,-5.221,-4.987,0.234,19.29,18.796,0.493,0.508,0.829,321.0,63.1,1.16,1.03,5.77,11.91,0.155,0.275,0.322,1,1154,593,996,653
44586772,1.34144,-1.20841,1,4411,955,0.08,0.635659,0.635145,-5.212,-4.965,0.246,19.31,18.803,0.507,0.318,0.467,149.0,46.84,1.36,1.3,1.57,3.35,0.142,0.24,0.132,1,1154,614,1073,651
44586429,1.34352,-1.20879,1,4411,612,0.0,22.557161,22.557161,-5.549,-4.849,0.7,19.345,18.384,0.96,0.617,0.762,145.0,23.35,1.01,0.89,5.07,2.66,0.134,0.191,0.149,10,1154,1079,1116,1109
44586175,1.34231,-1.20919,1,4411,358,0.0,6.868216,6.867908,-5.994,-6.355,-0.361,18.029,18.13,-0.1,0.199,0.132,-67.0,33.79,0.78,0.78,1.7,2.55,0.056,0.05,0.14,10,1154,968,989,1076
44559794,1.33973,-1.20265,1,4295,67,3.58,1.03085,0.993913,-7.623,-8.004,-0.38,16.384,16.505,-0.12,0.075,0.159,84.0,111.47,3.98,2.91,14.52,6.69,0.084,0.059,0.864,10,1152,632,863,897
44548462,1.3397,-1.20654,1,4292,1741,0.0,0.684572,0.684574,-4.722,-4.492,0.23,19.786,19.296,0.49,0.644,0.943,299.0,46.35,0.88,1.07,4.38,7.05,0.233,0.339,0.2,1,1147,1083,1122,1106
44546746,1.33854,-1.20648,1,4292,25,0.04,153.285144,153.21859,-8.392,-7.023,1.368,17.05,15.421,1.629,1.284,1.668,384.0,29.85,9.7,8.21,495.0,482.3,0.415,0.567,5.283,8,1147,925,1119,939
44520823,1.33592,-1.20063,1,4176,17,0.43,205.282127,204.380587,-8.333,-7.187,1.146,16.926,15.52,1.406,0.23,0.279,49.0,21.0,1.68,1.87,18.67,17.3,0.083,0.104,1.03,10,1171,1101,1130,1134
44520814,1.3347,-1.20021,1,4176,8,0.32,144.785623,144.318512,-8.942,-7.68,1.262,16.412,14.89,1.522,1.882,1.962,80.0,4.26,10.34,10.82,670.1,805.6,0.514,0.788,6.414,8,1171,1058,1132,1090
44517946,1.3351,-1.20196,1,4175,1750,0.0,0.503779,0.503769,-4.825,-4.632,0.193,19.653,19.2,0.453,0.67,1.185,515.0,76.76,0.94,1.28,4.28,8.48,0.238,0.423,0.254,1,1171,1122,1147,1142
44517150,1.33556,-1.20162,1,4175,954,0.0,0.346088,0.346092,-5.332,-5.49,-0.158,18.858,18.756,0.102,0.119,0.299,180.0,149.9,1.1,1.47,2.28,3.85,0.12,0.133,0.145,2,1171,1121,1146,1144
44516308,1.33737,-1.202,1,4175,112,0.01,13.85233,13.854799,-7.255,-7.385,-0.129,16.958,16.828,0.13,0.066,0.093,27.0,41.58,0.74,0.99,1.56,1.92,0.029,0.035,0.224,10,1171,1122,1146,1145
